ZIP,LAT,LNG
29321,34.714655,-81.741066
29322,35.121041,-82.132234
29323,35.126341,-81.907463
29324,34.983686,-81.826635
29325,34.465140999999996,-81.849816
29329,34.994510999999996,-81.835995
29330,35.052634000000005,-81.804153
29331,34.651835999999996,-81.84408499999999
29332,34.27876,-81.97036700000001
29333,34.971201,-81.910226
29334,34.905551,-82.124414
29335,34.646696,-81.90446899999999
29338,35.135513,-82.001598
29340,34.972313,-81.58591700000001
29341,35.111909999999995,-81.713162
29346,34.945078,-81.836373
29349,35.067335,-82.068095
29351,34.421034000000006,-81.80804499999999
29353,34.830740999999996,-81.648604
29355,34.289571,-81.826418
29356,35.142074,-82.280831
29360,34.49869,-82.05105400000001
29364,34.76248,-81.470669
29365,34.980990999999996,-82.171853
29368,35.081579,-81.863411
29369,34.86562,-82.019463
29370,34.373805,-81.96336099999999
29372,34.901769,-81.71127800000001
29373,34.924482,-81.74754399999999
29374,34.784549,-81.853472
29375,34.861302,-82.113804
29376,34.811382,-81.94421899999999
29377,34.930628999999996,-82.095109
29378,34.966907,-81.968539
29379,34.68235,-81.608729
29384,34.340247999999995,-82.090128
29385,34.972963,-82.101417
29388,34.764315,-82.04463299999999
29401,32.77718,-79.932
29403,32.8059,-79.94318
29404,32.898998999999996,-80.049739
29405,32.856252000000005,-79.981994
29406,32.937267,-80.03524499999999
29407,32.79893,-79.997803
29409,32.796088,-79.960493
29410,32.93271,-80.00298199999999
29412,32.711469,-79.952603
29414,32.839966,-80.089182
29418,32.909523,-80.094219
29420,32.931762,-80.10072199999999
29423,32.97876,-80.071205
29424,32.783637,-79.937365
29426,32.797191999999995,-80.370638
29429,32.973563,-79.65011700000001
29431,33.278777000000005,-79.882079
29432,33.231512,-80.80886600000001
29434,33.140888000000004,-79.843725
29435,32.972972,-80.466445
29436,33.315358,-80.18725
29437,33.139994,-80.43175600000001
29438,32.564708,-80.32239
29439,32.647997,-79.96007900000001
29440,33.38111,-79.32976
29445,32.997547999999995,-79.96664100000001
29446,32.630668,-80.55151
29448,33.25557,-80.45272800000001
29449,32.700369,-80.287056
29450,33.065934999999996,-79.78419699999999
29451,32.822611,-79.754581
29452,32.677951,-80.46146800000001
29453,33.225592,-79.642781
29455,32.624718,-80.040587
29456,32.985877,-80.11544
29458,33.093336,-79.461188
29461,33.159784,-80.00753900000001
29464,32.816699,-79.858222
29466,32.877758,-79.792013
29468,33.425634,-80.056991
29469,33.257863,-80.05637
29470,32.826929,-80.253739
29471,33.192675,-80.670417
29472,33.045536,-80.326698
29474,32.884258,-80.523838
29475,32.957264,-80.80648000000001
29477,33.163169,-80.56521
29479,33.380638,-79.890574
29481,33.108529,-80.800481
29482,32.764502,-79.854987
29483,33.057779,-80.18290999999999
29485,32.947922999999996,-80.189918
29487,32.657682,-80.183948
29488,32.906763,-80.672836
29492,32.903802,-79.911163
29493,33.034143,-80.842844
29501,34.205933,-79.82625999999999
29505,34.130066,-79.68889300000001
29506,34.221377000000004,-79.650336
29510,33.454312,-79.61312099999999
29511,33.975732,-79.122716
29512,34.619033,-79.718041
29516,34.437453999999995,-79.63464
29518,33.788608,-79.847975
29519,34.018637,-79.359821
29520,34.679486,-79.92729200000001
29525,34.552415,-79.540885
29526,33.847406,-78.94709300000001
29527,33.785083,-79.140176
29530,33.996055,-79.740075
29532,34.280331,-79.869336
29536,34.419502,-79.373048
29540,34.377297999999996,-79.84618499999999
29541,34.064949,-79.74075
29543,34.287605,-79.265927
29544,33.926097999999996,-79.255583
29545,34.16366,-78.966477
29546,33.883845,-79.349409
29547,34.496287,-79.334829
29550,34.399975,-80.082806
29554,33.70405,-79.381598
29555,33.845583000000005,-79.483856
29556,33.668227,-79.763139
29560,33.827895,-79.742142
29563,34.353365999999994,-79.208673
29564,33.449386,-79.84840799999999
29565,34.358052,-79.499289
29566,33.873402,-78.666957
29567,34.560972,-79.432683
29568,33.913616,-78.750292
29569,34.032632,-78.911583
29570,34.667866,-79.56270699999999
29571,34.135123,-79.42504100000001
29572,33.772568,-78.785662
29574,34.165413,-79.26083100000001
29575,33.629132,-78.970412
29576,33.562090000000005,-79.061087
29577,33.698452,-78.902659
29579,33.753481,-78.916375
29580,33.653101,-79.551975
29581,34.195802,-79.113483
29582,33.838529,-78.660551
29583,33.977851,-79.571077
29584,34.583313000000004,-80.065768
29585,33.520097,-79.13580300000001
29588,33.671137,-79.02427
29590,33.56892,-79.84869599999999
29591,33.937999,-79.76229000000001
29592,34.264635,-79.48386500000001
29593,34.493107,-79.856964
29594,34.640233,-79.57736
29596,34.744162,-79.83073900000001
29601,34.847112,-82.402264
29605,34.774425,-82.37661
29607,34.81279,-82.331714
29609,34.912592,-82.38817
29611,34.830934,-82.458497
29613,34.924255,-82.440488
29614,34.873771000000005,-82.36314899999999
29615,34.856825,-82.296139
29617,34.911021000000005,-82.46809499999999
29620,34.182407,-82.425607
29621,34.506671000000004,-82.605272
29624,34.435943,-82.624115
29625,34.555099,-82.765677
29626,34.460802,-82.756514
29627,34.518602,-82.476359
29628,34.089135,-82.559262
29630,34.738673,-82.799161
29631,34.681593,-82.817762
29634,34.675278000000006,-82.835901
29635,35.077658,-82.626703
29638,34.363867,-82.338204
29639,34.303669,-82.428794
29640,34.87771,-82.57542099999999
29642,34.776943,-82.563722
29643,34.516357,-82.996359
29644,34.668418,-82.190145
29645,34.588013000000004,-82.127041
29646,34.136053000000004,-82.14846999999999
29649,34.238919,-82.14501899999999
29650,34.898138,-82.25806700000001
29651,35.02383,-82.27956400000001
29653,34.306003000000004,-82.232469
29654,34.460528000000004,-82.361886
29655,34.264095000000005,-82.64049200000001
29657,34.767066,-82.686594
29658,34.760705,-83.284526
29659,34.20977,-82.64698800000001
29661,35.147593,-82.529539
29662,34.778208,-82.301835
29664,34.860889,-83.15755300000001
29665,34.724825,-82.914632
29666,34.113326,-81.979552
29667,34.764792,-82.75669
29669,34.638704,-82.412542
29670,34.643978999999995,-82.723237
29671,34.934777000000004,-82.728691
29672,34.751278000000006,-82.934285
29673,34.715864,-82.45551999999999
29676,34.950446,-82.98348100000001
29678,34.63447,-82.937301
29680,34.685122,-82.288811
29681,34.767679,-82.225003
29682,34.836191,-82.853397
29683,35.029999,-82.494173
29684,34.379432,-82.718704
29685,34.991238,-82.842298
29686,34.958106,-83.053044
29687,34.986636,-82.327451
29689,34.534253,-82.868342
29690,35.059806,-82.417198
29691,34.783465,-83.083658
29692,34.41263,-82.219492
29693,34.644394,-83.152437
29696,34.781121999999996,-83.008462
29697,34.625593,-82.548639
29702,35.116068,-81.473073
29704,34.83212,-80.90979200000001
29706,34.715558,-81.23453
29707,34.974384,-80.862388
29708,35.048705,-80.98711800000001
29709,34.720167,-80.098457
29710,35.106284,-81.221471
29712,34.797965999999995,-80.975531
29714,34.712239000000004,-80.915313
29715,35.009844,-80.92873900000001
29717,34.950733,-81.448844
29718,34.624163,-80.331295
29720,34.740563,-80.732729
29724,34.773948,-81.011121
29726,34.860843,-81.236135
29727,34.719265,-80.264601
29728,34.764953000000006,-80.40055799999999
29729,34.689134,-81.00676
29730,34.889889000000004,-81.017848
29732,34.971166,-81.081284
29733,34.939585,-81.031961
29741,34.725288,-80.195526
29742,34.869975,-81.392257
29743,35.012139000000005,-81.390396
29745,34.990942,-81.214095
29801,33.588993,-81.697037
29803,33.490342,-81.762819
29805,33.647579,-81.604076
29809,33.418902,-81.69249
29810,32.986368,-81.37810999999999
29812,33.231937,-81.428404
29816,33.500764000000004,-81.871584
29817,33.370534,-81.273172
29819,34.044227,-82.227378
29821,33.643046999999996,-82.107049
29824,33.819697999999995,-81.99337
29826,33.385382,-81.359584
29827,32.963155,-81.253906
29828,33.522812,-81.828197
29829,33.57472,-81.857718
29831,33.297451,-81.799578
29832,33.838994,-81.803656
29834,33.51293,-81.856747
29835,33.919499,-82.28897099999999
29836,33.126708,-81.55712700000001
29838,33.747484,-82.15108000000001
29840,34.007202,-82.521302
29841,33.526407,-81.939337
29842,33.457043,-81.86071
29843,33.182069,-81.179772
29844,33.769606,-82.241925
29845,33.817844,-82.20142299999999
29847,33.704138,-81.847277
29848,33.970417,-82.075911
29849,33.103626,-81.23834699999999
29850,33.609668,-81.816976
29851,33.507439,-81.81178299999999
29853,33.403112,-81.42264399999999
29856,33.485256,-81.511831
29860,33.614686999999996,-81.984429
29899,33.928022999999996,-82.250602
29902,32.334933,-80.684304
29904,32.457440999999996,-80.717905
29905,32.351589000000004,-80.68221700000001
29906,32.445112,-80.752875
29907,32.474692,-80.599222
29909,32.336836,-80.847799
29910,32.214521000000005,-80.89157
29911,32.941159999999996,-81.141681
29912,32.584548,-80.928494
29915,32.122105,-80.856036
29916,32.718462,-80.96710300000001
29918,32.744462,-81.247365
29920,32.364221,-80.553611
29921,32.682581,-81.17290899999999
29922,32.625831,-81.277273
29923,32.859518,-81.246422
29924,32.876884999999994,-81.111209
29926,32.238246999999994,-80.740263
29927,32.226776,-81.05787600000001
29928,32.163171000000006,-80.755765
29929,32.927872,-80.938536
29932,32.818148,-81.348641
29934,32.591590999999994,-81.107381
29935,32.383349,-80.693678
29936,32.482042,-80.971987
29939,32.672512,-81.244025
29940,32.54591,-80.713616
29941,32.550309000000006,-80.806715
29943,32.479248999999996,-81.192323
29944,32.795699,-81.034521
29945,32.673313,-80.76593199999999
